id,estado,nombres,apellidos,identificacion,fecha_expedicion,lugar_expedicion,fecha_nacimiento,telefono,direccion,ocupacion,celular,correo,tarjeta_profesional,apoderado_id_id,barrio_id_id,ciudad_nacimiento_id_id,escolaridad_id_id,estado_civil_id_id,estrato_socioeconomico_id_id,genero_id_id,grupo_etnico_id_id,perfil_id_id,sexo_id_id,tipo_cargo_id_id,tipo_discapacidad_id_id,tipo_documento_id_id,tipo_persona_id_id,tipo_vivienda_id_id,usuarioId_id
114,1,camilo,rios,2022101,2022-11-17,bogota,1999-12-08,,,,32122183723,jairo@ugc.edu.co,,,,3,,,,,,,,,,1,,,
115,1,jairo,urrego,120423098,,,,,,,32122183723,jairo@ugc.edu.co,,70,,,,,1,1,,,1,,,1,,,
116,1,camilo,rios,2022101,2022-11-17,bogota,1999-12-08,,,,32122183723,jairo@ugc.edu.co,,,,3,,,,,,,,,,1,,,
117,1,jairo,urrego,120423098,,,,,,,32122183723,jairo@ugc.edu.co,,71,,,,,1,1,,,1,,,1,,,
118,1,camilo,rios,2022101,2022-11-17,bogota,1999-12-08,,,,32122183723,jairo@ugc.edu.co,,,,3,,,,,,,,,,1,,,
119,1,jairo,urrego,120423098,,,,,,,32122183723,jairo@ugc.edu.co,,72,,,,,1,1,,,1,,,1,,,
120,1,camilo,rios,2022101,2022-11-17,bogota,1999-12-08,,,,32122183723,jairo@ugc.edu.co,,,,3,,,,,,,,,,1,,,
121,1,jairo,urrego,120423098,,,,,,,32122183723,jairo@ugc.edu.co,,73,,,,,1,1,,,1,,,1,,,
122,1,camilo,rios,2022101,2022-11-17,bogota,1999-12-08,,,,32122183723,jairo@ugc.edu.co,,,,3,,,,,,,,,,1,,,
123,1,jairo,urrego,120423098,,,,,,,32122183723,jairo@ugc.edu.co,,74,,,,,1,1,,,1,,,1,,,
124,1,camilo,rios,2022101,2022-11-17,bogota,1999-12-08,,,,32122183723,jairo@ugc.edu.co,,,,3,,,,,,,,,,1,,,
125,1,jairo,urrego,120423098,,,,,,,32122183723,jairo@ugc.edu.co,,75,,,,,1,1,,,1,,,1,,,
126,1,camilo,rios,2022101,2022-11-17,bogota,1999-12-08,,,,32122183723,jairo@ugc.edu.co,,,,3,,,,,,,,,,1,,,
127,1,jairo,urrego,120423098,,,,,,,32122183723,jairo@ugc.edu.co,,76,,,,,1,1,,,1,,,1,,,
128,1,camilo,rios,2022101,2022-11-17,bogota,1999-12-08,,,,32122183723,jairo@ugc.edu.co,,,,3,,,,,,,,,,1,,,
129,1,jairo,urrego,120423098,,,,,,,32122183723,jairo@ugc.edu.co,,77,,,,,1,1,,,1,,,1,,,
130,1,camilo,rios,2022101,2022-11-17,bogota,1999-12-08,,,,32122183723,jairo@ugc.edu.co,,,,3,,,,,,,,,,1,,,
131,1,jairo,urrego,120423098,,,,,,,32122183723,jairo@ugc.edu.co,,78,,,,,1,1,,,1,,,1,,,
132,1,camilo,rios,2022101,2022-11-17,bogota,1999-12-08,,,,32122183723,jairo@ugc.edu.co,,,,3,,,,,,,,,,1,,,
133,1,jairo,urrego,120423098,,,,,,,32122183723,jairo@ugc.edu.co,,79,,,,,1,1,,,1,,,1,,,
134,1,camilo,rios,2022101,2022-11-17,bogota,1999-12-08,,,,32122183723,jairo@ugc.edu.co,,,,3,,,,,,,,,,1,,,
135,1,jairo,urrego,120423098,,,,,,,32122183723,jairo@ugc.edu.co,,80,,,,,1,1,,,1,,,1,,,
136,1,camilo,rios,2022101,2022-11-17,bogota,1999-12-08,,,,32122183723,jairo@ugc.edu.co,,,,3,,,,,,,,,,1,,,
137,1,jairo,urrego,120423098,,,,,,,32122183723,jairo@ugc.edu.co,,81,,,,,1,1,,,1,,,1,,,
138,1,camilo,rios,2022101,2022-11-17,bogota,1999-12-08,,,,32122183723,jairo@ugc.edu.co,,,,3,,,,,,,,,,1,,,
139,1,jairo,urrego,120423098,,,,,,,32122183723,jairo@ugc.edu.co,,82,,,,,1,1,,,1,,,1,,,
140,1,camilo,rios,2022101,2022-11-17,bogota,1999-12-08,,,,32122183723,jairo@ugc.edu.co,,,,3,,,,,,,,,,1,,,
141,1,jairo,urrego,120423098,,,,,,,32122183723,jairo@ugc.edu.co,,83,,,,,1,1,,,1,,,1,,,
142,1,camilo,rios,2022101,2022-11-17,bogota,1999-12-08,,,,32122183723,jairo@ugc.edu.co,,,,3,,,,,,,,,,1,,,
143,1,jairo,urrego,120423098,,,,,,,32122183723,jairo@ugc.edu.co,,84,,,,,1,1,,,1,,,1,,,
144,1,camilo,rios,2022101,2022-11-17,bogota,1999-12-08,,,,32122183723,jairo@ugc.edu.co,,,,3,,,,,,,,,,1,,,
145,1,jairo,urrego,120423098,,,,,,,32122183723,jairo@ugc.edu.co,,85,,,,,1,1,,,1,,,1,,,
146,1,camilo,rios,2022101,2022-11-17,bogota,1999-12-08,,,,32122183723,jairo@ugc.edu.co,,,,3,,,,,,,,,,1,,,
147,1,jairo,urrego,120423098,,,,,,,32122183723,jairo@ugc.edu.co,,86,,,,,1,1,,,1,,,1,,,
148,1,camilo,rios,2022101,2022-11-17,bogota,1999-12-08,,,,32122183723,jairo@ugc.edu.co,,,,3,,,,,,,,,,1,,,
149,1,jairo,urrego,120423098,,,,,,,32122183723,jairo@ugc.edu.co,,87,,,,,1,1,,,1,,,1,,,
150,1,camilo,rios,2022101,2022-11-17,bogota,1999-12-08,,,,32122183723,jairo@ugc.edu.co,,,,3,,,,,,,,,,1,,,
151,1,jairo,urrego,120423098,,,,,,,32122183723,jairo@ugc.edu.co,,88,,,,,1,1,,,1,,,1,,,
152,1,camilo,rios,2022101,2022-11-17,bogota,1999-12-08,,,,32122183723,jairo@ugc.edu.co,,,,3,,,,,,,,,,1,,,
153,1,jairo,urrego,120423098,,,,,,,32122183723,jairo@ugc.edu.co,,89,,,,,1,1,,,1,,,1,,,
154,1,camilo,rios,2022101,2022-11-17,bogota,1999-12-08,,,,32122183723,jairo@ugc.edu.co,,,,3,,,,,,,,,,1,,,
155,1,jairo,urrego,120423098,,,,,,,32122183723,jairo@ugc.edu.co,,90,,,,,1,1,,,1,,,1,,,
156,1,camilo,rios,2022101,2022-11-17,bogota,1999-12-08,,,,32122183723,jairo@ugc.edu.co,,,,3,,,,,,,,,,1,,,
157,1,jairo,urrego,120423098,,,,,,,32122183723,jairo@ugc.edu.co,,91,,,,,1,1,,,1,,,1,,,
158,1,camilo,rios,2022101,2022-11-17,bogota,1999-12-08,,,,32122183723,jairo@ugc.edu.co,,,,3,,,,,,,,,,1,,,
159,1,jairo,urrego,120423098,,,,,,,32122183723,jairo@ugc.edu.co,,92,,,,,1,1,,,1,,,1,,,
160,1,camilo,rios,2022101,2022-11-17,bogota,1999-12-08,,,,32122183723,jairo@ugc.edu.co,,,,3,,,,,,,,,,1,,,
161,1,jairo,urrego,120423098,,,,,,,32122183723,jairo@ugc.edu.co,,93,,,,,1,1,,,1,,,1,,,
162,1,camilo,rios,2022101,2022-11-17,bogota,1999-12-08,,,,32122183723,jairo@ugc.edu.co,,,,3,,,,,,,,,,1,,,
163,1,jairo,urrego,120423098,,,,,,,32122183723,jairo@ugc.edu.co,,94,,,,,1,1,,,1,,,1,,,
164,1,camilo,rios,2022101,2022-11-17,bogota,1999-12-08,,,,32122183723,jairo@ugc.edu.co,,,,3,,,,,,,,,,1,,,
165,1,jairo,urrego,120423098,,,,,,,32122183723,jairo@ugc.edu.co,,95,,,,,1,1,,,1,,,1,,,
166,1,camilo,rios,2022101,2022-11-17,bogota,1999-12-08,,,,32122183723,jairo@ugc.edu.co,,,,3,,,,,,,,,,1,,,
167,1,jairo,urrego,120423098,,,,,,,32122183723,jairo@ugc.edu.co,,96,,,,,1,1,,,1,,,1,,,
168,1,camilo,rios,2022101,2022-11-17,bogota,1999-12-08,,,,32122183723,jairo@ugc.edu.co,,,,3,,,,,,,,,,1,,,
169,1,jairo,urrego,120423098,,,,,,,32122183723,jairo@ugc.edu.co,,97,,,,,1,1,,,1,,,1,,,
170,1,camilo,rios,2022101,2022-11-17,bogota,1999-12-08,,,,32122183723,jairo@ugc.edu.co,,,,3,,,,,,,,,,1,,,
171,1,jairo,urrego,120423098,,,,,,,32122183723,jairo@ugc.edu.co,,98,,,,,1,1,,,1,,,1,,,
172,1,camilo,rios,2022101,2022-11-17,bogota,1999-12-08,,,,32122183723,jairo@ugc.edu.co,,,,3,,,,,,,,,,1,,,
173,1,jairo,urrego,120423098,,,,,,,32122183723,jairo@ugc.edu.co,,99,,,,,1,1,,,1,,,1,,,
174,1,camilo,rios,2022101,2022-11-17,bogota,1999-12-08,,,,32122183723,jairo@ugc.edu.co,,,,3,,,,,,,,,,1,,,
175,1,jairo,urrego,120423098,,,,,,,32122183723,jairo@ugc.edu.co,,100,,,,,1,1,,,1,,,1,,,
176,1,camilo,rios,2022101,2022-11-17,bogota,1999-12-08,,,,32122183723,jairo@ugc.edu.co,,,,3,,,,,,,,,,1,,,
177,1,jairo,urrego,120423098,,,,,,,32122183723,jairo@ugc.edu.co,,101,,,,,1,1,,,1,,,1,,,
178,1,camilo,rios,2022101,2022-11-17,bogota,1999-12-08,,,,32122183723,jairo@ugc.edu.co,,,,3,,,,,,,,,,1,,,
179,1,jairo,urrego,120423098,,,,,,,32122183723,jairo@ugc.edu.co,,102,,,,,1,1,,,1,,,1,,,
180,1,camilo,rios,2022101,2022-11-17,bogota,1999-12-08,,,,32122183723,jairo@ugc.edu.co,,,,3,,,,,,,,,,1,,,
181,1,jairo,urrego,120423098,,,,,,,32122183723,jairo@ugc.edu.co,,103,,,,,1,1,,,1,,,1,,,
182,1,camilo,rios,2022101,2022-11-17,bogota,1999-12-08,,,,32122183723,jairo@ugc.edu.co,,,,3,,,,,,,,,,1,,,
183,1,jairo,urrego,120423098,,,,,,,32122183723,jairo@ugc.edu.co,,104,,,,,1,1,,,1,,,1,,,
184,1,camilo,rios,2022101,2022-11-17,bogota,1999-12-08,,,,32122183723,jairo@ugc.edu.co,,,,3,,,,,,,,,,1,,,
185,1,jairo,urrego,120423098,,,,,,,32122183723,jairo@ugc.edu.co,,105,,,,,1,1,,,1,,,1,,,
186,1,camilo,rios,2022101,2022-11-17,bogota,1999-12-08,,,,32122183723,jairo@ugc.edu.co,,,,3,,,,,,,,,,1,,,
187,1,jairo,urrego,120423098,,,,,,,32122183723,jairo@ugc.edu.co,,106,,,,,1,1,,,1,,,1,,,
188,1,camilo,rios,2022101,2022-11-17,bogota,1999-12-08,,,,32122183723,jairo@ugc.edu.co,,,,3,,,,,,,,,,1,,,
189,1,jairo,urrego,120423098,,,,,,,32122183723,jairo@ugc.edu.co,,107,,,,,1,1,,,1,,,1,,,
190,1,camilo,rios,2022101,2022-11-17,bogota,1999-12-08,,,,32122183723,jairo@ugc.edu.co,,,,3,,,,,,,,,,1,,,
191,1,jairo,urrego,120423098,,,,,,,32122183723,jairo@ugc.edu.co,,108,,,,,1,1,,,1,,,1,,,
192,1,camilo,rios,2022101,2022-11-17,bogota,1999-12-08,,,,32122183723,jairo@ugc.edu.co,,,,3,,,,,,,,,,1,,,
193,1,jairo,urrego,120423098,,,,,,,32122183723,jairo@ugc.edu.co,,109,,,,,1,1,,,1,,,1,,,
194,1,camilo,rios,2022101,2022-11-17,bogota,1999-12-08,,,,32122183723,jairo@ugc.edu.co,,,,3,,,,,,,,,,1,,,
195,1,jairo,urrego,120423098,,,,,,,32122183723,jairo@ugc.edu.co,,110,,,,,1,1,,,1,,,1,,,
196,1,camilo,rios,2022101,2022-11-17,bogota,1999-12-08,,,,32122183723,jairo@ugc.edu.co,,,,3,,,,,,,,,,1,,,
197,1,jairo,urrego,120423098,,,,,,,32122183723,jairo@ugc.edu.co,,111,,,,,1,1,,,1,,,1,,,
198,1,camilo,rios,2022101,2022-11-17,bogota,1999-12-08,,,,32122183723,jairo@ugc.edu.co,,,,3,,,,,,,,,,1,,,
199,1,jairo,urrego,120423098,,,,,,,32122183723,jairo@ugc.edu.co,,112,,,,,1,1,,,1,,,1,,,
200,1,camilo,rios,2022101,2022-11-17,bogota,1999-12-08,,,,32122183723,jairo@ugc.edu.co,,,,3,,,,,,,,,,1,,,
201,1,jairo,urrego,120423098,,,,,,,32122183723,jairo@ugc.edu.co,,113,,,,,1,1,,,1,,,1,,,
202,1,camilo,rios,2022101,2022-11-17,bogota,1999-12-08,,,,32122183723,jairo@ugc.edu.co,,,,3,,,,,,,,,,1,,,
203,1,jairo,urrego,120423098,,,,,,,32122183723,jairo@ugc.edu.co,,114,,,,,1,1,,,1,,,1,,,
204,1,camilo,rios,2022101,2022-11-17,bogota,1999-12-08,,,,32122183723,jairo@ugc.edu.co,,,,3,,,,,,,,,,1,,,
