id,action_time,object_id,object_repr,action_flag,change_message,content_type_id,user_id
24,2022-11-28 14:47:55.755335,2,camilo rios,3,,14,1
25,2022-11-28 14:47:55.757379,1,jairo urrego,3,,14,1
26,2022-11-28 14:48:01.721858,2,S202211CCJIT002 Convocado,3,,20,1
27,2022-11-28 14:48:01.724884,1,S202211CCJIT002 Convocante,3,,20,1
28,2022-11-28 14:48:10.977086,12345,roberto pruebas,3,,7,1
29,2022-11-29 16:16:06.286104,2,dsadas,3,,53,1
30,2022-11-29 16:21:49.078809,3,54asd546sda,1,"[{""added"": {}}]",53,1
31,2022-11-29 16:21:53.915518,3,54asd546sda,3,,53,1
32,2022-11-29 16:22:29.393441,1,2022-001,3,,53,1
33,2022-11-29 16:22:32.073007,4,2022-001,1,"[{""added"": {}}]",53,1
34,2022-11-29 16:24:49.707689,5,2,1,"[{""added"": {}}]",53,1
35,2022-11-29 16:24:55.319730,5,2,3,,53,1
36,2022-11-29 16:24:55.321727,4,2022-001,3,,53,1
37,2022-11-29 16:24:57.282396,6,2022-001,1,"[{""added"": {}}]",53,1
38,2022-11-29 16:24:59.066485,7,2,1,"[{""added"": {}}]",53,1
39,2022-11-29 16:27:06.538253,7,2,3,,53,1
40,2022-11-29 16:27:08.669473,8,2,1,"[{""added"": {}}]",53,1
41,2022-11-29 16:27:21.381506,8,2,3,,53,1
42,2022-11-29 16:27:23.469098,9,2022-002,1,"[{""added"": {}}]",53,1
43,2022-11-29 16:30:33.643978,9,2022-002,3,,53,1
44,2022-11-29 16:30:33.645975,6,2022-001,3,,53,1
45,2022-11-30 16:29:34.323330,1,Estudiante,1,"[{""added"": {}}]",65,1
46,2022-11-30 16:29:38.407985,2,Administrativo,1,"[{""added"": {}}]",65,1
47,2022-11-30 16:29:55.425325,2,Docente,2,"[{""changed"": {""fields"": [""Nombre""]}}]",65,1
48,2022-11-30 16:30:00.367784,3,Administrativo,1,"[{""added"": {}}]",65,1
49,2022-11-30 16:30:17.618891,458,camilo rios,2,"[{""changed"": {""fields"": [""Tipo cargo id""]}}]",60,1
50,2022-11-30 16:30:25.075092,457,jairo urrego,2,"[{""changed"": {""fields"": [""Tipo cargo id""]}}]",60,1
51,2022-11-30 16:30:32.611716,456,camilo rios,2,"[{""changed"": {""fields"": [""Tipo cargo id""]}}]",60,1
52,2022-11-30 16:30:56.097493,455,jairo urrego,2,"[{""changed"": {""fields"": [""Tipo cargo id""]}}]",60,1
53,2022-11-30 19:20:03.406080,1,Aprobada,1,"[{""added"": {}}]",51,1
54,2022-11-30 19:22:20.850074,1,Aprobada,2,[],51,1
55,2022-11-30 19:41:09.267378,3,Bogota,3,,31,1
56,2022-11-30 19:41:09.270389,2,Medellin,3,,31,1
57,2022-11-30 19:41:09.273375,1,Leticia,3,,31,1
58,2022-11-30 19:41:43.963839,1,Usme,1,"[{""added"": {}}]",80,1
59,2022-11-30 19:42:06.914034,1,Santa Librada,1,"[{""added"": {}}]",47,1
60,2022-11-30 19:42:16.774426,2,Usme Centro,1,"[{""added"": {}}]",47,1
61,2022-11-30 19:43:32.945983,1,Soltero,1,"[{""added"": {}}]",52,1
62,2022-11-30 19:43:45.668231,2,Casado,1,"[{""added"": {}}]",52,1
63,2022-11-30 19:44:19.865415,1,No aplica,1,"[{""added"": {}}]",54,1
64,2022-11-30 19:44:36.840874,1,No aplica,1,"[{""added"": {}}]",66,1
65,2022-11-30 19:44:48.100538,1,Arriendo,1,"[{""added"": {}}]",70,1
66,2022-11-30 19:45:08.623255,1,Civil,1,"[{""added"": {}}]",46,1
67,2022-11-30 19:45:20.586866,1,Civil,1,"[{""added"": {}}]",59,1
68,2022-11-30 19:45:32.198705,1,Bachicherato,1,"[{""added"": {}}]",50,1
69,2022-11-30 19:45:45.889355,888,camilo rios,2,"[{""changed"": {""fields"": [""Barrio id"", ""Estado civil id"", ""Estrato socioeconomico id"", ""Grupo etnico id"", ""Tipo persona id"", ""Sexo id"", ""Tipo discapacidad id"", ""Genero id"", ""Tipo cargo id"", ""Tipo vivienda id"", ""Perfil id"", ""Escolaridad id"", ""Apoderado id"", ""UsuarioId""]}}]",60,1
70,2022-11-30 19:45:53.645754,888,camilo rios,2,[],60,1
71,2022-11-30 19:46:01.071424,887,jairo urrego,3,,60,1
72,2022-11-30 19:46:01.073423,886,camilo rios,3,,60,1
73,2022-11-30 19:46:01.075431,885,jairo urrego,3,,60,1
74,2022-11-30 19:46:01.076430,884,camilo rios,3,,60,1
75,2022-11-30 19:46:01.078430,883,jairo urrego,3,,60,1
76,2022-11-30 19:46:01.079430,882,camilo rios,3,,60,1
77,2022-11-30 19:46:01.081430,881,jairo urrego,3,,60,1
78,2022-11-30 19:46:01.083451,880,camilo rios,3,,60,1
79,2022-11-30 19:46:01.084916,879,jairo urrego,3,,60,1
80,2022-11-30 19:46:01.085914,878,camilo rios,3,,60,1
81,2022-11-30 19:46:01.087913,877,jairo urrego,3,,60,1
82,2022-11-30 19:46:01.088909,876,camilo rios,3,,60,1
83,2022-11-30 19:46:01.090772,875,jairo urrego,3,,60,1
84,2022-11-30 19:46:01.091771,874,camilo rios,3,,60,1
85,2022-11-30 19:46:01.093771,873,jairo urrego,3,,60,1
86,2022-11-30 19:46:01.094781,872,camilo rios,3,,60,1
87,2022-11-30 19:46:01.096777,871,jairo urrego,3,,60,1
88,2022-11-30 19:46:01.097778,870,camilo rios,3,,60,1
89,2022-11-30 19:46:01.100053,869,jairo urrego,3,,60,1
90,2022-11-30 19:46:01.101204,868,camilo rios,3,,60,1
91,2022-11-30 19:46:01.102985,867,jairo urrego,3,,60,1
92,2022-11-30 19:46:01.104134,866,camilo rios,3,,60,1
93,2022-11-30 19:46:01.106106,865,jairo urrego,3,,60,1
94,2022-11-30 19:46:01.106992,864,camilo rios,3,,60,1
95,2022-11-30 19:46:01.108990,863,jairo urrego,3,,60,1
96,2022-11-30 19:46:01.110029,862,camilo rios,3,,60,1
97,2022-11-30 19:46:01.112028,861,jairo urrego,3,,60,1
98,2022-11-30 19:46:01.113024,860,camilo rios,3,,60,1
99,2022-11-30 19:46:01.115113,859,jairo urrego,3,,60,1
100,2022-11-30 19:46:01.116042,858,camilo rios,3,,60,1
101,2022-11-30 19:46:01.118030,857,jairo urrego,3,,60,1
102,2022-11-30 19:46:01.119990,856,camilo rios,3,,60,1
103,2022-11-30 19:46:01.121027,855,jairo urrego,3,,60,1
104,2022-11-30 19:46:01.123002,854,camilo rios,3,,60,1
105,2022-11-30 19:46:01.124021,853,jairo urrego,3,,60,1
106,2022-11-30 19:46:01.126031,852,camilo rios,3,,60,1
107,2022-11-30 19:46:01.127024,851,jairo urrego,3,,60,1
108,2022-11-30 19:46:01.129031,850,camilo rios,3,,60,1
109,2022-11-30 19:46:01.130028,849,jairo urrego,3,,60,1
110,2022-11-30 19:46:01.131994,848,camilo rios,3,,60,1
111,2022-11-30 19:46:01.134026,847,jairo urrego,3,,60,1
112,2022-11-30 19:46:01.135024,846,camilo rios,3,,60,1
113,2022-11-30 19:46:01.137026,845,jairo urrego,3,,60,1
114,2022-11-30 19:46:01.138023,844,camilo rios,3,,60,1
115,2022-11-30 19:46:01.139992,843,jairo urrego,3,,60,1
116,2022-11-30 19:46:01.141292,842,camilo rios,3,,60,1
117,2022-11-30 19:46:01.142586,841,jairo urrego,3,,60,1
118,2022-11-30 19:46:01.143728,840,camilo rios,3,,60,1
119,2022-11-30 19:46:01.145631,839,jairo urrego,3,,60,1
120,2022-11-30 19:46:01.146733,838,camilo rios,3,,60,1
121,2022-11-30 19:46:01.148588,837,jairo urrego,3,,60,1
122,2022-11-30 19:46:01.149596,836,camilo rios,3,,60,1
123,2022-11-30 19:46:01.151592,835,jairo urrego,3,,60,1
124,2022-11-30 19:46:01.154591,834,camilo rios,3,,60,1
125,2022-11-30 19:46:01.155586,833,jairo urrego,3,,60,1
126,2022-11-30 19:46:01.157585,832,camilo rios,3,,60,1
127,2022-11-30 19:46:01.159812,831,jairo urrego,3,,60,1
128,2022-11-30 19:46:01.160961,830,camilo rios,3,,60,1
129,2022-11-30 19:46:01.162844,829,jairo urrego,3,,60,1
130,2022-11-30 19:46:01.163817,828,camilo rios,3,,60,1
131,2022-11-30 19:46:01.165824,827,jairo urrego,3,,60,1
132,2022-11-30 19:46:01.167825,826,camilo rios,3,,60,1
133,2022-11-30 19:46:01.168827,825,jairo urrego,3,,60,1
134,2022-11-30 19:46:01.170823,824,camilo rios,3,,60,1
135,2022-11-30 19:46:01.171817,823,jairo urrego,3,,60,1
136,2022-11-30 19:46:01.173818,822,camilo rios,3,,60,1
137,2022-11-30 19:46:01.174829,821,jairo urrego,3,,60,1
138,2022-11-30 19:46:01.176829,820,camilo rios,3,,60,1
139,2022-11-30 19:46:01.177818,819,jairo urrego,3,,60,1
140,2022-11-30 19:46:01.180135,818,camilo rios,3,,60,1
141,2022-11-30 19:46:01.181388,817,jairo urrego,3,,60,1
142,2022-11-30 19:46:01.183405,816,camilo rios,3,,60,1
143,2022-11-30 19:46:01.184413,815,jairo urrego,3,,60,1
144,2022-11-30 19:46:01.186405,814,camilo rios,3,,60,1
145,2022-11-30 19:46:01.187412,813,jairo urrego,3,,60,1
146,2022-11-30 19:46:01.189410,812,camilo rios,3,,60,1
147,2022-11-30 19:46:01.190406,811,jairo urrego,3,,60,1
148,2022-11-30 19:46:01.192405,810,camilo rios,3,,60,1
149,2022-11-30 19:46:01.193406,809,jairo urrego,3,,60,1
150,2022-11-30 19:46:01.195414,808,camilo rios,3,,60,1
151,2022-11-30 19:46:01.197407,807,jairo urrego,3,,60,1
152,2022-11-30 19:46:01.199408,806,camilo rios,3,,60,1
153,2022-11-30 19:46:01.200798,805,jairo urrego,3,,60,1
154,2022-11-30 19:46:01.202707,804,camilo rios,3,,60,1
155,2022-11-30 19:46:01.203707,803,jairo urrego,3,,60,1
156,2022-11-30 19:46:01.205707,802,camilo rios,3,,60,1
157,2022-11-30 19:46:01.206563,801,jairo urrego,3,,60,1
158,2022-11-30 19:46:01.208568,800,camilo rios,3,,60,1
159,2022-11-30 19:46:01.209562,799,jairo urrego,3,,60,1
160,2022-11-30 19:46:01.211572,798,camilo rios,3,,60,1
161,2022-11-30 19:46:01.213568,797,jairo urrego,3,,60,1
162,2022-11-30 19:46:01.215580,796,camilo rios,3,,60,1
163,2022-11-30 19:46:01.216571,795,jairo urrego,3,,60,1
164,2022-11-30 19:46:01.218568,794,camilo rios,3,,60,1
165,2022-11-30 19:46:01.220147,793,jairo urrego,3,,60,1
166,2022-11-30 19:46:01.221622,792,camilo rios,3,,60,1
167,2022-11-30 19:46:01.222906,791,jairo urrego,3,,60,1
168,2022-11-30 19:46:01.224906,790,camilo rios,3,,60,1
169,2022-11-30 19:46:01.225906,789,jairo urrego,3,,60,1
170,2022-11-30 19:46:32.791499,788,camilo rios,2,"[{""changed"": {""fields"": [""Tipo cargo id""]}}]",60,1
171,2022-11-30 19:46:36.022965,788,camilo rios,2,[],60,1
172,2022-11-30 19:46:43.288861,787,jairo urrego,2,"[{""changed"": {""fields"": [""Tipo cargo id""]}}]",60,1
173,2022-11-30 19:46:48.325001,888,camilo rios,2,[],60,1
174,2022-11-30 19:46:52.211774,888,camilo rios,2,[],60,1
175,2022-11-30 19:46:55.909568,788,camilo rios,2,[],60,1
176,2022-11-30 19:47:00.576319,787,jairo urrego,2,[],60,1
177,2022-12-01 14:49:28.090183,896,camilo rios,2,"[{""changed"": {""fields"": [""Tipo cargo id""]}}]",60,1
178,2022-12-01 15:34:17.577209,1,Administrador,2,"[{""changed"": {""fields"": [""Nombre""]}}]",65,1
179,2022-12-01 15:34:20.374699,2,Docente,2,[],65,1
180,2022-12-01 15:34:24.099518,3,Estudiante,2,"[{""changed"": {""fields"": [""Nombre""]}}]",65,1
181,2022-12-01 15:36:43.944480,2,conciliador,2,"[{""changed"": {""fields"": [""Nombre""]}}]",65,1
182,2022-12-01 15:37:58.887363,2,Conciliador,2,"[{""changed"": {""fields"": [""Nombre""]}}]",65,1
183,2022-12-01 15:58:53.704677,3,Conciliador,1,"[{""added"": {}}]",42,1
184,2022-12-01 16:33:32.457088,1,Civil,1,"[{""added"": {}}]",64,1
185,2022-12-01 16:33:43.865531,1,subtema,1,"[{""added"": {}}]",73,1
186,2022-12-01 17:10:52.414661,892,None Convocado,3,,78,1
187,2022-12-01 20:55:16.059462,919,persona prueba,1,"[{""added"": {}}]",60,1
188,2022-12-01 20:56:31.108539,919,persona prueba,2,"[{""changed"": {""fields"": [""Identificacion""]}}]",60,1
189,2022-12-01 21:01:00.301015,919,persona prueba,2,[],60,1
190,2022-12-01 21:01:05.918515,919,persona prueba,2,[],60,1
191,2022-12-01 21:01:35.930986,920,Camila Rios,1,"[{""added"": {}}]",60,1
192,2022-12-01 21:02:32.125877,919,persona prueba,2,"[{""changed"": {""fields"": [""Identificacion""]}}]",60,1
193,2022-12-02 14:38:57.290103,906,2022-464 Conciliador,2,"[{""changed"": {""fields"": [""Persona id""]}}]",78,1
194,2022-12-02 16:27:23.700785,1,8:00-9:00,1,"[{""added"": {}}]",71,1
195,2022-12-02 16:27:34.805166,2,9:00-10:00,1,"[{""added"": {}}]",71,1
196,2022-12-02 16:27:47.364632,3,10:00-11:00,1,"[{""added"": {}}]",71,1
197,2022-12-02 16:28:03.733468,1,8:00AM -9:00AM,2,"[{""changed"": {""fields"": [""Nombre""]}}]",71,1
198,2022-12-02 16:28:09.085633,2,9:00AM-10:00AM,2,"[{""changed"": {""fields"": [""Nombre""]}}]",71,1
199,2022-12-02 16:28:14.109527,3,10:00AM-11:00AM,2,"[{""changed"": {""fields"": [""Nombre""]}}]",71,1
200,2022-12-02 16:28:49.054136,4,1:00PM - 2:00PM,1,"[{""added"": {}}]",71,1
201,2022-12-02 16:45:01.459621,1,Virtual,1,"[{""added"": {}}]",67,1
202,2022-12-02 16:46:57.219394,1,1,1,"[{""added"": {}}]",48,1
203,2022-12-02 16:47:03.086933,1,1,2,[],48,1
204,2022-12-02 16:47:40.065543,1,1,1,"[{""added"": {}}]",79,1
205,2022-12-02 16:49:36.502294,929,2022-452 Conciliador,1,"[{""added"": {}}]",78,1
206,2022-12-02 17:36:46.537273,1,1,2,"[{""changed"": {""fields"": [""Turnos id""]}}]",48,1
207,2022-12-02 19:09:11.103830,3,3,3,,48,1
208,2022-12-02 19:09:11.105830,2,2,3,,48,1
209,2022-12-02 19:09:30.253613,1,1,2,[],48,1
210,2022-12-02 19:09:34.235400,1,1,2,[],79,1
211,2022-12-02 19:15:07.106693,888,2022-462 Conciliador,2,"[{""changed"": {""fields"": [""Persona id""]}}]",78,1
212,2022-12-05 14:39:30.216931,4,Estudiante,1,"[{""added"": {}}]",42,1
213,2022-12-05 16:45:28.391532,1,Administrador,1,"[{""added"": {}}]",3,1
214,2022-12-05 16:45:38.944014,2,Docente,1,"[{""added"": {}}]",3,1
215,2022-12-05 16:45:45.252312,3,Estudiante,1,"[{""added"": {}}]",3,1
216,2022-12-05 16:46:24.623470,2,Docente,2,[],3,1
217,2022-12-05 17:01:33.185219,1,jairo,2,"[{""changed"": {""fields"": [""Groups""]}}]",4,1
218,2022-12-05 17:05:11.616198,3,120423098,2,[],4,1
219,2022-12-05 17:05:50.452367,3,120423098,3,,4,1
220,2022-12-05 17:06:04.616724,4,120423098,2,[],4,1
221,2022-12-05 17:07:23.456485,4,120423098,3,,4,1
222,2022-12-05 17:07:23.458487,5,1204230987,3,,4,1
223,2022-12-05 17:08:38.566954,6,1204230987,3,,4,1
224,2022-12-05 17:10:35.649624,7,1204230987,3,,4,1
225,2022-12-05 17:10:35.651771,8,12042309875,3,,4,1
226,2022-12-05 17:34:38.324700,957,jairo urrego,2,[],60,1
227,2022-12-06 15:59:10.877589,478,2022-469,2,"[{""changed"": {""fields"": [""Subtema id"", ""Estado expediente id""]}}]",53,1
228,2022-12-06 15:59:26.709395,477,2022-468,2,"[{""changed"": {""fields"": [""Estado expediente id""]}}]",53,1
229,2022-12-06 15:59:36.625921,474,2022-465,2,"[{""changed"": {""fields"": [""Subtema id"", ""Estado expediente id""]}}]",53,1
230,2022-12-06 16:00:16.416722,468,2022-459,2,"[{""changed"": {""fields"": [""Subtema id"", ""Estado expediente id""]}}]",53,1
231,2022-12-06 16:00:23.437755,472,2022-463,2,"[{""changed"": {""fields"": [""Estado expediente id""]}}]",53,1
232,2022-12-06 16:56:49.654551,957,jairo urrego,2,"[{""changed"": {""fields"": [""Identificacion""]}}]",60,1
233,2022-12-06 16:57:07.882121,12,1013689035,2,"[{""changed"": {""fields"": [""Username""]}}]",4,1
234,2022-12-06 17:08:33.464927,1,Acta de conciliación,1,"[{""added"": {}}]",69,1
235,2022-12-06 17:17:12.625223,1,Acta Conciliación Parcial,2,"[{""changed"": {""fields"": [""Nombre""]}}]",69,1
236,2022-12-06 17:17:35.920521,2,Acta Conciliación Total,1,"[{""added"": {}}]",69,1
237,2022-12-06 17:17:59.571187,3,Constancia  Inasistencia,1,"[{""added"": {}}]",69,1
238,2022-12-06 17:18:22.747115,4,Constancia Asunto No Conciliable,1,"[{""added"": {}}]",69,1
239,2022-12-06 17:18:39.120698,5,Constancia No acuerdo,1,"[{""added"": {}}]",69,1
240,2022-12-06 17:19:04.304951,6,Otro,1,"[{""added"": {}}]",69,1
241,2022-12-06 20:36:35.871290,1,2022-12-06,1,"[{""added"": {}}]",75,1
242,2022-12-06 20:37:39.194359,2,2022-12-06,1,"[{""added"": {}}]",75,1
243,2022-12-06 20:38:57.824060,2,2022-12-06,2,"[{""changed"": {""fields"": [""Expediente id""]}}]",75,1
244,2022-12-06 21:48:23.906314,1,Actas,1,"[{""added"": {}}]",85,1
245,2022-12-06 21:48:39.167523,2,Constancias,1,"[{""added"": {}}]",85,1
246,2022-12-06 21:49:01.694385,3,Otros,1,"[{""added"": {}}]",85,1
247,2022-12-06 21:49:05.779534,3,Otros,2,"[{""changed"": {""fields"": [""Consecutivo actual""]}}]",85,1
248,2022-12-06 23:41:24.998808,6,Otro,2,"[{""changed"": {""fields"": [""Categoria id""]}}]",69,1
249,2022-12-06 23:41:29.237057,5,Constancia No acuerdo,2,"[{""changed"": {""fields"": [""Categoria id""]}}]",69,1
250,2022-12-06 23:41:33.975248,4,Constancia Asunto No Conciliable,2,"[{""changed"": {""fields"": [""Categoria id""]}}]",69,1
251,2022-12-06 23:41:38.032620,3,Constancia  Inasistencia,2,"[{""changed"": {""fields"": [""Categoria id""]}}]",69,1
252,2022-12-06 23:42:34.710805,2,Acta Conciliación Total,2,"[{""changed"": {""fields"": [""Categoria id""]}}]",69,1
253,2022-12-06 23:42:38.456400,3,Constancia  Inasistencia,2,[],69,1
254,2022-12-06 23:42:41.419798,2,Acta Conciliación Total,2,[],69,1
255,2022-12-06 23:42:45.349806,1,Acta Conciliación Parcial,2,"[{""changed"": {""fields"": [""Categoria id""]}}]",69,1
256,2022-12-07 00:02:34.229817,3,2022-444,3,,75,1
257,2022-12-07 00:02:34.232786,2,2022-443,3,,75,1
258,2022-12-07 00:02:48.061171,2,Constancias,2,"[{""changed"": {""fields"": [""Consecutivo actual""]}}]",85,1
259,2022-12-07 00:04:47.040230,2,Constancias,2,"[{""changed"": {""fields"": [""Consecutivo actual""]}}]",85,1
260,2022-12-07 00:13:24.017677,2,Constancias,2,"[{""changed"": {""fields"": [""Consecutivo actual""]}}]",85,1
261,2022-12-07 00:13:28.816578,4,2022-444,3,,75,1
262,2022-12-07 00:14:07.471307,5,2022-444,3,,75,1
263,2022-12-07 00:15:27.196491,6,2022-444,3,,75,1
264,2022-12-07 00:15:37.025389,2,Constancias,2,"[{""changed"": {""fields"": [""Consecutivo actual""]}}]",85,1
265,2022-12-07 00:15:46.523121,7,2022-444,3,,75,1
266,2022-12-07 17:07:23.381433,1,Pregunta  1,1,"[{""added"": {}}]",61,1
267,2022-12-07 17:07:31.066173,2,Pregunta 2,1,"[{""added"": {}}]",61,1
268,2022-12-07 17:07:34.946383,3,Pregunta 3,1,"[{""added"": {}}]",61,1
269,2022-12-07 17:07:39.124322,4,Pregunta 4,1,"[{""added"": {}}]",61,1
270,2022-12-07 17:07:43.905629,5,Pregunta 5,1,"[{""added"": {}}]",61,1
271,2022-12-07 17:19:04.983120,1,Radio,1,"[{""added"": {}}]",56,1
272,2022-12-07 17:19:09.023723,2,Tv,1,"[{""added"": {}}]",56,1
273,2022-12-07 17:19:15.303478,3,Voz a Voz,1,"[{""added"": {}}]",56,1
274,2022-12-07 20:18:34.950879,1,2022-443,3,,49,1
275,2022-12-07 20:20:08.999629,2,2022-443,3,,49,1
276,2022-12-07 21:11:16.783693,3,2022-443,3,,49,1
277,2022-12-07 21:22:05.063567,2,2022-443,3,,77,1
278,2022-12-07 21:22:05.065564,1,2022-443,3,,77,1
279,2022-12-07 21:26:36.839909,4,2022-443 Pregunta  1,3,,77,1
280,2022-12-07 21:26:36.841934,3,2022-443 Pregunta  1,3,,77,1
281,2022-12-07 21:27:30.529921,4,2022-443,3,,49,1
282,2022-12-07 21:28:18.980375,5,2022-443,3,,49,1
283,2022-12-07 21:31:31.076183,6,None Pregunta 2,3,,77,1
284,2022-12-07 21:31:31.078189,5,None Pregunta  1,3,,77,1
285,2022-12-07 21:31:37.131126,6,2022-443,3,,49,1
286,2022-12-09 14:24:15.172228,1,Pregunta Seguimiento 1,1,"[{""added"": {}}]",62,1
287,2022-12-09 14:24:27.224460,2,pregunta seguimiento 2,1,"[{""added"": {}}]",62,1
288,2022-12-09 14:24:34.517985,3,Pregunta Seguimiento 3,1,"[{""added"": {}}]",62,1
289,2022-12-09 14:24:41.861109,2,Pregunta seguimiento 2,2,"[{""changed"": {""fields"": [""Nombre""]}}]",62,1
290,2022-12-09 14:25:19.545111,1,Medio seguimiento 1,1,"[{""added"": {}}]",57,1
291,2022-12-09 14:25:23.744026,2,Medio seguimiento 2,1,"[{""added"": {}}]",57,1
292,2022-12-09 14:25:28.199545,3,edio Seguimiento 3,1,"[{""added"": {}}]",57,1
293,2022-12-09 14:25:31.729170,3,Medio Seguimiento 3,2,"[{""changed"": {""fields"": [""Nombre""]}}]",57,1
294,2022-12-09 14:25:35.688229,4,Meido seguimiento 4,1,"[{""added"": {}}]",57,1
295,2022-12-09 14:25:43.064575,5,Medio Seguimento 5,1,"[{""added"": {}}]",57,1
296,2022-12-09 14:25:53.040137,5,Medio Seguimiento 5,2,"[{""changed"": {""fields"": [""Nombre""]}}]",57,1
297,2022-12-09 14:36:34.192216,1,2022-12-09,1,"[{""added"": {}}]",74,1
298,2022-12-09 14:42:35.660565,1,2022-12-09,2,"[{""changed"": {""fields"": [""Expediente id""]}}]",74,1
